0,0
0,0
0,78.6
0,78.6
0,78.4
0,78.7
0,78.1
0,78.1
0,76.9
0,77.9
0,77.8
1,77.8
1,77.8
1,78.1
1,78.1
1,77.4
1,78.1
1,78.1
1,78.1
1,79.1
1,77.9
2,77.9
2,78.4
2,77.8
2,78.1
2,78.1
2,77.6
2,78.4
2,78.4
2,78.4
2,78.1
2,77.8
3,77.8
3,78.2
3,78.2
3,77.6
3,77.6
3,78.7
3,77.9
3,77.9
3,78.2
3,77.9
4,78.2
4,78.2
4,78.4
4,78.2
4,78.2
4,77.9
4,78.4
4,78.4
4,78.4
5,77.9
5,77.8
5,77.8
5,78.2
5,78.2
5,78.2
5,78.2
5,78.1
5,78.6
5,78.6
6,77.9
6,78.7
6,77.8
6,77.8
6,78.4
6,78.1
6,78.1
6,78.4
6,78.6
6,77.8
7,77.8
7,78.1
7,78.6
7,78.6
7,77.6
7,78.1
7,78.2
7,78.2
7,78.1
7,78.1
8,78.1
8,78.1
8,77.8
8,78.7
8,78.7
8,77.6
8,77.8
8,77.8
8,78.1
9,78.2
9,78.4
9,78.4
9,78.4
9,78.6
9,78.6
9,78.1
9,78.1
9,77.4
9,77.4
9,77.9
9,78.2
10,78.2
10,77.6
10,78.6
10,78.4
10,78.4
10,78.2
10,78.2
10,78.2
10,78.4
10,78.2
11,78.2
11,77.8
11,77.8
11,78.2
11,78.2
11,78.6
11,78.1
11,78.1
11,78.1
12,77.9
12,78.2
12,78.2
12,78.4
12,78.9
12,77.9
12,77.9
12,77.8
12,77.9
12,77.9
13,78.7
13,78.2
13,78.7
13,78.7
13,78.2
13,78.6
13,78.6
13,78.6
13,77.9
13,78.9
14,78.9
14,78.2
14,78.6
14,78.6
14,78.6
14,78.1
14,77.9
14,77.9
14,79.4
14,78.1
15,78.1
15,78.1
15,78.6
15,78.6
15,78.6
15,79.2
15,79.1
15,79.1
15,78.7
16,78.7
16,78.7
16,78.7
16,78.7
16,78.4
16,78.4
16,77.8
16,78.4
16,78.1
16,78.1
17,78.4
17,77.8
17,77.8
17,78.1
17,78.4
17,78.6
17,78.6
17,78.2
17,78.9
17,78.9
17,78.7
18,78.6
18,78.9
18,78.9
18,78.2
18,78.6
18,78.6
18,77.9
18,78.7
18,78.6
18,78.6
19,77.9
19,78.2
19,78.2
19,78.2
19,78.4
19,78.4
19,78.4
19,78.2
19,79.1
19,79.1
20,78.4
20,78.1
20,78.6
20,78.6
20,78.1
20,78.9
20,78.9
20,79.1
20,79.1
20,79.1
21,79.1
21,78.1
21,78.6
21,78.6
21,78.2
21,78.2
21,78.1
21,78.1
21,78.9
21,78.1
22,78.9
22,78.9
22,78.7
22,77.9
22,77.9
22,78.7
