1,995.9
2,995.5
3,996.3
4,995.9
5,995.8
1,995.7
2,995.7
3,995.8
4,996.0
5,996.0
6,996.0
7,995.6
8,995.8
9,996.1
10,996.2
1,999.8
2,999.9
3,999.7
4,999.1
5,999.6
6,1000.1
7,999.5
8,999.6
9,999.8
10,999.9
11,999.8
12,999.8
13,999.8
14,999.9
15,1000.3
16,999.7
17,999.6
18,999.3
19,1000.0
20,999.5
21,1000.1
22,999.7
23,999.6
24,1000.5
25,999.6
26,999.9
27,999.9
28,999.8
29,999.9
30,999.8
31,999.7
32,1000.0
33,1000.1
34,1000.1
35,1000.1
36,999.5
37,1000.2
38,999.9
39,999.8
40,1000.3
41,999.7
42,999.7
43,999.8
44,1000.6
45,999.9
